id,nity_area,caseno,Date,block,Type,Type_desc,Where,Arrest,Domestic,District,Community_area,Year,Time,Latitude,Longitude,IPC,Session,Day
2758,12586807,JF106200,07-01-2022,046XX W FULLERTON AVE,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,25,19,2015,18:00:00,31.16398467,79.15128428,352,Evening,Sunday
2759,12586378,JF105545,07-01-2022,010XX W 72ND ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,7,68,2015,6:40:00,30.23459193,77.9719203,378,Early Morning,Sunday
2760,12586495,JF105554,07-01-2022,062XX S ARTESIAN AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,8,66,2015,6:42:00,31.20247608,80.69968936,427,Early Morning,Sunday
2761,12589856,JF109012,07-01-2022,029XX S CANAL ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,9,60,2015,13:00:00,30.72996835,80.00216527,206,Noon,Sunday
2762,12586946,JF106265,07-01-2022,001XX W 113TH PL,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,5,49,2015,18:58:00,30.03316091,78.68255169,427,Evening,Sunday
2763,12586341,JF105501,07-01-2022,012XX S SAWYER AVE,THEFT,OVER $500,APARTMENT,FALSE,FALSE,10,29,2015,3:10:00,31.23353722,78.5479609,378,Late Night,Sunday
2764,12587161,JF106535,07-01-2022,031XX N MARMORA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,25,19,2015,22:30:00,30.34648082,77.49201636,427,Night,Sunday
2765,12588522,JF108187,07-01-2022,007XX W GORDON TER,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,19,3,2015,22:00:00,29.00132212,78.5393522,378,Night,Sunday
2766,12587327,JF106771,07-01-2022,009XX S INDEPENDENCE BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,11,29,2015,14:00:00,29.61749775,79.30299423,427,Noon,Sunday
2767,12587006,JF106259,07-01-2022,027XX W ST GEORGES CT,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,14,22,2015,18:05:00,29.46013286,78.79780505,352,Evening,Sunday
2768,12586690,JF105939,07-01-2022,003XX E BENTON PL,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1,32,2015,13:00:00,31.59624504,77.81788854,378,Noon,Sunday
2769,12587059,JF106347,07-01-2022,015XX N ASHLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,TRUE,TRUE,14,24,2015,20:00:00,29.19723273,80.69002795,352,Night,Sunday
2770,12587062,JF106438,07-01-2022,024XX W 71ST ST,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,TRUE,FALSE,8,66,2015,23:20:00,31.18106112,80.70539981,29,Night,Sunday
2771,12586287,JF105473,07-01-2022,049XX W ERIE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,15,25,2015,1:30:00,30.54209982,78.17727244,427,Late Night,Sunday
2772,12587262,JF106688,07-01-2022,023XX W FARWELL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,24,2,2015,0:01:00,30.76141667,80.48747507,427,Late Night,Sunday
2773,12586750,JF106169,07-01-2022,056XX S CALIFORNIA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,8,63,2015,1:00:00,29.97046651,79.40957892,427,Late Night,Sunday
2774,12586784,JF106070,07-01-2022,007XX N MICHIGAN AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,18,8,2015,14:30:00,29.30832685,80.21921845,378,Noon,Sunday
2775,12587681,JF106442,07-01-2022,054XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2,40,2015,23:54:00,29.7125295,80.92629292,352,Night,Sunday
2776,12587146,JF105462,07-01-2022,013XX W OHIO ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,12,24,2015,0:40:00,29.78695468,79.94035524,38-42,Late Night,Sunday
2777,12588085,JF107722,07-01-2022,023XX N MONITOR AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,25,19,2015,11:00:00,29.41806593,77.76349334,427,Morning,Sunday
2778,12586573,JF105747,07-01-2022,046XX S ASHLAND AVE,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SIDEWALK,TRUE,FALSE,9,61,2015,10:34:00,30.47359588,78.08013294,392,Morning,Sunday
2779,12586974,JF106134,07-01-2022,006XX N ST LOUIS AVE,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,11,23,2015,16:30:00,31.37325765,80.00069182,352,Evening,Sunday
2780,12589618,JF109440,07-01-2022,020XX S CLARK ST,THEFT,OVER $500,CHA PARKING LOT / GROUNDS,FALSE,FALSE,1,33,2015,19:30:00,28.72308094,79.50829411,378,Evening,Sunday
2781,12587217,JF106550,07-01-2022,033XX S PULASKI RD,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,FALSE,FALSE,10,30,2015,19:42:00,30.34520935,80.04938039,427,Evening,Sunday
2782,12590561,JF110444,07-01-2022,073XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,DAY CARE CENTER,FALSE,FALSE,3,69,2015,0:00:00,31.3352052,78.94246953,352,Late Night,Sunday
2783,12589275,JF106398,07-01-2022,068XX S KOMENSKY AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,8,65,2015,19:50:00,31.42385654,77.99511767,427,Evening,Sunday
2784,12587610,JF106335,07-01-2022,045XX S CALUMET AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2,38,2015,20:12:00,28.66189155,79.40721194,352,Night,Sunday
2785,12590639,JF110748,06-01-2022,017XX W PRYOR AVE,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,FALSE,TRUE,22,75,2015,12:00:00,30.85383512,80.08440794,352,Noon,Saturday
2786,12586474,JF105668,07-01-2022,050XX N KENMORE AVE,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,FALSE,20,3,2015,8:46:00,31.3041144,77.60838704,441,Morning,Sunday
2787,12586325,JF105504,07-01-2022,071XX S WOOD ST,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,FALSE,FALSE,7,67,2015,1:51:00,30.03273837,78.62875048,352,Late Night,Sunday
2788,12586853,JF106232,07-01-2022,007XX N CLARK ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,TAVERN / LIQUOR STORE,FALSE,FALSE,18,8,2015,17:12:00,30.43242775,80.86919466,38-42,Evening,Sunday
2789,12586993,JF106327,07-01-2022,041XX W 31ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,10,30,2015,20:00:00,29.40956818,80.49364805,352,Night,Sunday
2790,12586532,JF105752,07-01-2022,059XX W ROOSEVELT RD,BATTERY,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,15,25,2015,9:30:00,29.28978676,80.48334252,352,Morning,Sunday
2791,12586520,JF105743,07-01-2022,006XX E 43RD ST,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,2,38,2015,10:08:00,31.35489357,79.30562947,427,Morning,Sunday
2792,12586891,JF106019,07-01-2022,005XX E 86TH PL,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,6,44,2015,12:33:00,30.18805719,78.96851842,379,Noon,Sunday
2793,12587182,JF106363,07-01-2022,079XX S RIDGELAND AVE,THEFT,OVER $500,APARTMENT,FALSE,TRUE,4,46,2015,21:28:00,30.64990023,78.24376048,378,Night,Sunday
2794,12588360,JF108014,07-01-2022,071XX S EXCHANGE AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,NURSING / RETIREMENT HOME,FALSE,FALSE,3,43,2015,12:00:00,30.95157594,77.97375406,206,Noon,Sunday
2795,12586618,JF105888,07-01-2022,109XX S DOTY AVE E,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,TRUE,FALSE,5,51,2015,13:05:00,29.04679425,79.42812996,441,Noon,Sunday
2796,12586699,JF106012,07-01-2022,040XX W MONROE ST,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,TRUE,FALSE,11,26,2015,15:22:00,30.54038073,78.41896259,29,Noon,Sunday
2797,12587084,JF106423,07-01-2022,019XX W ESTES AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,24,1,2015,23:20:00,31.02098408,78.20287357,352,Night,Sunday
2798,12587042,JF106391,07-01-2022,017XX E 70TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,3,43,2015,22:10:00,30.64672954,78.53222878,352,Night,Sunday
2799,12587497,JF106004,07-01-2022,003XX S HALSTED ST,THEFT,OVER $500,STREET,FALSE,FALSE,12,28,2015,13:25:00,28.68268119,78.11201881,378,Noon,Sunday
2800,12586726,JF105968,07-01-2022,013XX E HYDE PARK BLVD,DECEPTIVE PRACTICE,IMPERSONATION,APARTMENT,FALSE,FALSE,2,39,2015,13:21:00,29.00149659,78.80772419,206,Noon,Sunday
2801,12587997,JF107480,07-01-2022,0000X E OHIO ST,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,18,8,2015,6:00:00,28.91994917,78.98684555,378,Early Morning,Sunday
2802,12586588,JF105701,07-01-2022,013XX S CLINTON ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1,28,2015,9:45:00,30.02322773,77.56571047,378,Morning,Sunday
2803,12587366,JF106340,07-01-2022,077XX S ST LOUIS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,8,70,2015,19:00:00,28.8532015,80.00656147,352,Evening,Sunday
2804,12590043,JF109985,01-01-2022,013XX W ROOSEVELT RD,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,FALSE,FALSE,12,28,2015,18:00:00,30.77933544,78.96735544,427,Evening,Monday
2805,12588213,JF107885,07-01-2022,078XX S KILBOURN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,8,70,2015,22:14:00,30.02926166,80.52034604,427,Night,Sunday
2806,12587050,JF106297,07-01-2022,017XX W SUNNYSIDE AVE,ROBBERY,ARMED - HANDGUN,APARTMENT,FALSE,FALSE,19,3,2015,0:00:00,28.72233073,79.79189295,392,Late Night,Sunday
2807,12586646,JF105912,07-01-2022,033XX W CHICAGO AVE,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,11,23,2015,13:00:00,30.73186105,78.58760386,352,Noon,Sunday
2808,12592107,JF112530,07-01-2022,010XX E 47TH ST,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2,39,2015,10:00:00,29.80527781,81.128167,378,Morning,Sunday
2809,12583327,JF101703,02-01-2022,030XX N SOUTHPORT AVE,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,FALSE,FALSE,19,6,2015,23:22:00,29.23882857,78.72471724,427,Night,Tuesday
2810,12585744,JF104047,05-01-2022,015XX W JONQUIL TER,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER (SPECIFY),FALSE,TRUE,24,1,2015,12:50:00,31.11336922,78.08825627,352,Noon,Friday
2811,12590035,JF108113,08-01-2022,011XX N RIDGEWAY AVE,THEFT,OVER $500,APARTMENT,FALSE,FALSE,11,23,2015,22:00:00,30.35533368,78.67578352,378,Night,Monday
2812,12591208,JF111433,03-01-2022,030XX N ELBRIDGE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,14,21,2015,0:00:00,31.4213181,78.79117336,38-42,Late Night,Wednesday
2813,12587521,JF106961,08-01-2022,014XX W 79TH ST,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,TRUE,FALSE,6,71,2015,16:02:00,29.28798363,79.11285084,29,Evening,Monday
2814,12587404,JF106870,08-01-2022,050XX N WASHTENAW AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,20,4,2015,3:05:00,30.04246739,79.83085736,206,Late Night,Monday
2815,12589179,JF107951,08-01-2022,011XX W VAN BUREN ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,GAS STATION,FALSE,TRUE,12,28,2015,21:20:00,30.88192616,80.08962925,352,Night,Monday
2816,12588946,JF108867,08-01-2022,120XX S EGGLESTON AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,5,53,2015,21:00:00,29.52311807,79.61442916,427,Night,Monday
2817,12587867,JF107417,08-01-2022,063XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,3,42,2015,19:00:00,31.29111006,77.94828091,279,Evening,Monday
2818,12589445,JF109234,08-01-2022,023XX N SAWYER AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,14,22,2015,22:10:00,30.47275897,79.83291259,378,Night,Monday
2819,12587605,JF106963,08-01-2022,042XX S ARTESIAN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,FALSE,TRUE,9,58,2015,16:16:00,29.04701438,78.18490124,38-42,Evening,Monday
2820,12591135,JF111348,06-01-2022,002XX E HURON ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,18,8,2015,11:00:00,31.47671798,81.05499575,427,Morning,Saturday
2821,12587448,JF106937,08-01-2022,086XX S EXCHANGE AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,4,46,2015,14:54:00,29.01241311,77.95833468,206,Noon,Monday
2822,12587732,JF107262,08-01-2022,016XX E 86TH PL,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,4,45,2015,10:00:00,30.63181443,79.91210558,379,Morning,Monday
2823,12588039,JF107415,08-01-2022,004XX E 41ST ST,ROBBERY,ARMED - HANDGUN,APARTMENT,FALSE,TRUE,2,38,2015,18:00:00,31.25068326,77.78534919,392,Evening,Monday
2824,12588468,JF106522,08-01-2022,043XX N MOODY AVE,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,16,15,2015,3:57:00,30.2052582,80.13411529,392,Late Night,Monday
2825,12587090,JF106452,08-01-2022,122XX S PRINCETON AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,TRUE,5,53,2015,0:20:00,29.90362489,80.79892985,352,Late Night,Monday
2826,12587459,JF106920,08-01-2022,033XX N PARIS AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,16,17,2015,7:00:00,31.2591343,80.02546053,206,Early Morning,Monday
2827,12587855,JF107225,08-01-2022,122XX S EMERALD AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,53,2015,21:56:00,28.66251508,80.37259307,379,Night,Monday
2828,12590788,JF110939,08-01-2022,078XX S WINCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,6,71,2015,15:00:00,29.1624336,77.84812242,279,Noon,Monday
2829,12588006,JF107655,08-01-2022,013XX N MILWAUKEE AVE,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,14,24,2015,22:00:00,28.64451791,77.67296273,378,Night,Monday
2830,12587698,JF107060,08-01-2022,034XX W DIVERSEY AVE,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,FALSE,FALSE,14,22,2015,17:55:00,29.55957562,79.93063212,378,Evening,Monday
2831,12591595,JF111985,08-01-2022,017XX W CULLERTON ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,12,31,2015,0:00:00,28.88492862,79.89550094,206,Late Night,Monday
2832,12591560,JF111942,08-01-2022,003XX N CICERO AVE,BATTERY,SIMPLE,STREET,FALSE,FALSE,15,25,2015,15:30:00,29.9661245,79.384253,352,Noon,Monday
2833,12587120,JF106495,08-01-2022,044XX S PULASKI RD,THEFT,OVER $500,STREET,FALSE,FALSE,8,57,2015,1:51:00,29.48624912,80.31953094,378,Late Night,Monday
2834,12587792,JF107293,08-01-2022,046XX S KOMENSKY AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,8,57,2015,9:00:00,28.90212617,81.1244812,379,Morning,Monday
2835,12587261,JF106685,08-01-2022,054XX W POTOMAC AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,25,25,2015,8:00:00,31.45554484,79.92301817,279,Morning,Monday
2836,12591312,JF111534,06-01-2022,012XX W SHERWIN AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,24,1,2015,4:20:00,31.10993395,78.62160486,427,Early Morning,Saturday
2837,12587530,JF106933,08-01-2022,059XX S UNION AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,7,68,2015,9:00:00,29.67894099,80.27939707,38-42,Morning,Monday
2838,12589080,JF108238,08-01-2022,016XX N MARSHFIELD AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,FALSE,FALSE,14,24,2015,0:10:00,30.4207314,78.98202313,427,Late Night,Monday
2839,12591453,JF111731,06-01-2022,016XX N NAGLE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,25,25,2015,23:29:00,31.2752636,79.74912668,38-42,Night,Saturday
2840,12587554,JF107012,08-01-2022,011XX E 82ND PL,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE - GARAGE,FALSE,FALSE,4,45,2015,17:11:00,30.32779033,81.08563749,279,Evening,Monday
2841,12587609,JF107134,08-01-2022,017XX W 101ST ST,THEFT,OVER $500,APARTMENT,FALSE,TRUE,22,72,2015,0:00:00,28.57546651,80.12560455,378,Late Night,Monday
2842,12587654,JF106915,08-01-2022,039XX W MADISON ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,11,26,2015,14:45:00,30.64422943,77.97878626,378,Noon,Monday
2843,12587154,JF106524,08-01-2022,067XX S GREEN ST,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,7,68,2015,3:30:00,29.39153286,80.90955962,392,Late Night,Monday
2844,12588279,JF107640,08-01-2022,010XX E 41ST ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2,36,2015,10:00:00,28.68618063,77.82477652,352,Morning,Monday
2845,12588719,JF108442,08-01-2022,036XX N MAGNOLIA AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,19,6,2015,12:00:00,30.58926006,79.35725891,379,Noon,Monday
2846,12587204,JF106577,08-01-2022,087XX S COLFAX AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,4,46,2015,8:00:00,29.77037171,80.2292581,38-42,Morning,Monday
2847,12587157,JF106519,08-01-2022,013XX N LATROBE AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,FALSE,25,25,2015,3:10:00,30.96303824,80.22960079,352,Late Night,Monday
2848,12587902,JF107499,08-01-2022,005XX N STATE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,FALSE,FALSE,18,8,2015,16:30:00,31.32462471,79.71794514,206,Evening,Monday
2849,12587253,JF106563,08-01-2022,061XX N BROADWAY,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,24,77,2015,8:00:00,28.96417931,78.1037074,378,Morning,Monday
2850,12590424,JF110477,08-01-2022,049XX W RACE AVE,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,15,25,2015,15:00:00,30.81511833,80.27342681,378,Noon,Monday
2851,12587430,JF106913,08-01-2022,005XX W TAYLOR ST,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1,28,2015,15:30:00,29.6659669,79.7373808,352,Noon,Monday
2852,12587478,JF106919,08-01-2022,006XX S CENTRAL AVE,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,TRUE,FALSE,15,25,2015,15:30:00,31.1064836,77.58378932,352,Noon,Monday
2853,12589108,JF108294,08-01-2022,013XX W WASHBURNE AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,12,28,2015,14:00:00,28.54975728,78.14406092,378,Noon,Monday
2854,12588153,JF106982,08-01-2022,051XX S KEDZIE AVE,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,TRUE,FALSE,9,63,2015,16:30:00,29.89606931,80.08798877,392,Evening,Monday
2855,12589651,JF109606,08-01-2022,033XX W FULLERTON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,22,2015,17:00:00,29.35481409,77.89273169,427,Evening,Monday
2856,12587682,JF107112,08-01-2022,013XX W 107TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,22,73,2015,18:45:00,30.29004373,77.51997135,352,Evening,Monday
2857,12591604,JF111566,03-01-2022,107XX S AVENUE H,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,4,52,2015,0:00:00,30.76331745,78.3901235,427,Late Night,Wednesday
2858,12587578,JF107087,08-01-2022,004XX N WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,18,8,2015,18:28:00,28.92070434,78.52738307,279,Evening,Monday
2859,12587662,JF107142,08-01-2022,075XX N PAULINA ST,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,FALSE,TRUE,24,1,2015,19:00:00,29.40537466,79.68172946,352,Evening,Monday
2860,12587141,JF106514,08-01-2022,064XX S ELLIS AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,3,42,2015,3:55:00,28.58625853,78.94128061,378,Late Night,Monday
2861,12587240,JF106634,08-01-2022,034XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,11,27,2015,10:00:00,28.55032863,80.18086332,279,Morning,Monday
2862,12587386,JF106805,08-01-2022,071XX S WHIPPLE ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,8,66,2015,13:08:00,30.44494454,79.78324565,352,Noon,Monday
2863,12588116,JF107751,08-01-2022,002XX N DESPLAINES ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,12,28,2015,1:00:00,30.69484533,81.10783191,427,Late Night,Monday
2864,12588823,JF108597,08-01-2022,074XX N WESTERN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,24,2,2015,22:30:00,29.20425171,78.34988436,427,Night,Monday
2865,12587763,JF107210,08-01-2022,001XX W DIVISION ST,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,FALSE,FALSE,18,8,2015,17:45:00,29.86160403,78.67915008,206,Evening,Monday
2866,12588155,JF107842,08-01-2022,064XX S MINERVA AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,3,42,2015,21:30:00,30.78958917,80.88053944,352,Night,Monday
2867,12587264,JF106680,08-01-2022,040XX N KENMORE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,19,3,2015,10:30:00,31.12216235,79.95057826,427,Morning,Monday
2868,12588680,JF108441,08-01-2022,027XX N HALSTED ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,19,7,2015,19:45:00,28.86265349,79.32150502,378,Evening,Monday
2869,12587335,JF106693,08-01-2022,037XX W 59TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,8,65,2015,10:45:00,29.92305683,79.8931691,352,Morning,Monday
2870,12587944,JF107531,08-01-2022,052XX N BROADWAY,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,20,77,2015,10:30:00,28.65220335,80.59689242,378,Morning,Monday
2871,12587178,JF106531,08-01-2022,001XX E CHESTNUT ST,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,18,8,2015,4:45:00,28.93335517,80.43557799,427,Early Morning,Monday
2872,12587730,JF107253,08-01-2022,063XX W SCHOOL ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,16,17,2015,23:07:00,29.87704093,80.3427075,352,Night,Monday
2873,12587589,JF107049,08-01-2022,057XX S CALUMET AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2,40,2015,17:30:00,29.46800854,79.69133938,352,Evening,Monday
2874,12587646,JF107075,08-01-2022,029XX S FEDERAL ST,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,TRUE,TRUE,1,35,2015,16:56:00,29.67757888,77.97610803,352,Evening,Monday
2875,12588722,JF108494,08-01-2022,053XX N BROADWAY,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,20,77,2015,12:00:00,29.79186605,79.04903388,378,Noon,Monday
2876,12590606,JF110803,08-01-2022,070XX N KEDZIE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,24,2,2015,0:01:00,30.56687813,78.4334538,427,Late Night,Monday
2877,12587889,JF107472,08-01-2022,021XX S HARDING AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,10,29,2015,15:00:00,29.65137925,78.84439699,378,Noon,Monday
2878,12587414,JF106853,08-01-2022,005XX E 72ND ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,3,69,2015,13:00:00,29.81062283,78.18318336,352,Noon,Monday
2879,12587829,JF107251,08-01-2022,012XX N CLEAVER ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,14,24,2015,23:10:00,29.98703861,80.06491598,352,Night,Monday
2880,12587468,JF106995,08-01-2022,002XX N STATE ST,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1,32,2015,16:30:00,29.29395509,77.90298758,378,Evening,Monday
2881,12589269,JF107983,08-01-2022,043XX S ELLIS AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2,39,2015,19:00:00,28.56767681,79.87989032,379,Evening,Monday
2882,12587357,JF106745,08-01-2022,030XX W ROOSEVELT RD,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,TRUE,FALSE,11,29,2015,11:50:00,30.78773747,77.56875367,29,Morning,Monday
2883,12589458,JF109279,08-01-2022,019XX W FLETCHER ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,19,5,2015,16:00:00,30.01722259,79.82220613,378,Evening,Monday
2884,12587543,JF107097,08-01-2022,011XX W 101ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,22,73,2015,18:00:00,30.5550192,78.52177787,279,Evening,Monday
2885,12588097,JF107561,08-01-2022,096XX S LA SALLE ST,THEFT,OVER $500,STREET,FALSE,FALSE,5,49,2015,22:45:00,28.95193945,77.62936035,378,Night,Monday
